url	label	label_name	split	source_group
https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=639051266645820369.NWZhMjNiNmQtMzRmOS00YWU3LTk2YjItZGU0YjUzMTZiY2JhZTAxZmZiMGQtYjA1YS00ODMyLThiNTctMjNjZmI1N2NiMDc4&ui_locales=ko-KR&mkt=ko-KR&client-request-id=43a847da-623a-4551-a230-ed24d661d1a1&state=YHaVr6NGwF83DopVn8s2k0yIhaxDeSl2i1arpMPRNY9-8rUIgb8D7cWhxUXuM1IM8zjlzxcyWyVgMPihfBDSugWcg__BDDrtuBjJhviuWqUjvvEzdudeKqbLPjOlW88WUA0E5OC8pNt7nzCbQ2RdC2IxM9Q_Entab5qCgZvT9YiTSTlJYsJZ8PFPya2NZBqByA86T8VaM6MI7IJHohwedFKeMeTxNZ8pVXjSGgpTGCUrbbbtlQ3RXqX0b-nKSPqdqr_9Jx8lNT5M1gDJi8xKJK2cZ9UK1UO8kfHdj3QCqdYCGXhtMfUZb9hzIdTms6nxRYHVGG3yu_HudBiWdAVYIPB1lXkB893858QjVUT5corWex8_I34hrRPM-UJaJCi5IUDT0N9jLa2dKdhieGhWybwA2Bf6wwI4pJ1hFMnU2mQeQAbz6fPxKfQhNyp4Xi17xm3KuJs6MeSiIopdcaMslQ&x-client-SKU=ID_NET8_0&x-client-ver=8.5.0.0	0	benign	test	host:login.microsoftonline.com
http://10.0.2.2/phishing-kit/4a2326c53516fb7e7f0e5cd94677ab04/chasefix/secure/home/myaccount.php	1	phishing	test	kit:4a2326c53516fb7e7f0e5cd94677ab04
https://login.yahoo.com/?.lang=en-US&src=homepage&.done=https%3A%2F%2Fwww.yahoo.com%2F%3Fguccounter%3D1%26guce_referrer%3DaHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8%26guce_referrer_sig%3DAQAAAAyuf3N32C8jM69NYb0BambEN8ofNQE-r-7SFBxlDOydMufYc5UT01szjAQ2PQbBTbihhdpfXrAZb3uRR779_UIgxriauhoXlKcwGABdX9u28lNiZXaxBaAyf8ctelVT0OY4uDpdHO3PkBycHAeZrCniafU7monff7_4L9sG7WV3&pspid=2023538075&activity=ybar-signin	0	benign	test	host:login.yahoo.com
http://10.0.2.2/phishing-kit/e525e0b0d80ad819260a2107a59fe67d/chasefix/secure/f591b68d5/myaccount.php	1	phishing	test	kit:e525e0b0d80ad819260a2107a59fe67d
https://m.asd.ink/wp-login.php	0	benign	test	host:m.asd.ink
http://10.0.2.2/phishing-kit/875873e314693bba73725fd573bdfe9d/pickup/customer/index.php	1	phishing	test	kit:875873e314693bba73725fd573bdfe9d
https://m.betking.com/en-ng/my-accounts/login	0	benign	test	host:m.betking.com
http://10.0.2.2/phishing-kit/institutok.cc_usps.zip_a7e71251fc5d224a1612/usps/index2.php	1	phishing	test	kit:institutok.cc_usps.zip_a7e71251fc5d224a1612
https://orcid.org/signin	0	benign	test	host:orcid.org
http://10.0.2.2/phishing-kit/be53ff1b3bed7014e439ac508d82e715/lmnt/boa/index.html	1	phishing	test	kit:be53ff1b3bed7014e439ac508d82e715
https://packzy.com/login	0	benign	test	host:packzy.com
http://10.0.2.2/phishing-kit/099181d8036d6464df6a08b220d4c935/55/open/index4.php	1	phishing	test	kit:099181d8036d6464df6a08b220d4c935
https://panel.dreamhost.com/	0	benign	test	host:panel.dreamhost.com
http://10.0.2.2/phishing-kit/0e4d4f72693bb6b838d306650875288d/usps/verification/sms1.php	1	phishing	test	kit:0e4d4f72693bb6b838d306650875288d
https://plos.org/wp-login.php	0	benign	test	host:plos.org
http://10.0.2.2/phishing-kit/150240e881f6368a5ffef52f49060c91/contracts/contract/index4.php	1	phishing	test	kit:150240e881f6368a5ffef52f49060c91
https://secure.login.gov/	0	benign	test	host:secure.login.gov
http://10.0.2.2/phishing-kit/158fcb2cb010bb63d41d1953b6eabf7e/pay/pay/ca/index4.php	1	phishing	test	kit:158fcb2cb010bb63d41d1953b6eabf7e
https://simpcity.cr/login	0	benign	test	host:simpcity.cr
http://10.0.2.2/phishing-kit/23ea599f-69d6-4746-beba-42a2e042c641/UP/index4.php	1	phishing	test	kit:23ea599f-69d6-4746-beba-42a2e042c641
https://smadex.com/wp-login.php	0	benign	test	host:smadex.com
http://10.0.2.2/phishing-kit/2c672c335a8c480fa0d6821dcd8fc706/uspsd/index4.php	1	phishing	test	kit:2c672c335a8c480fa0d6821dcd8fc706
https://statcounter.com/login/	0	benign	test	host:statcounter.com
http://10.0.2.2/phishing-kit/45aef419c015d8575e815246fbb942cf/pay/online/US9514901185421/index4.php	1	phishing	test	kit:45aef419c015d8575e815246fbb942cf
https://unruly.co/wp-login.php	0	benign	test	host:unruly.co
http://10.0.2.2/phishing-kit/4ab77b4b888b9a1aef0a9b664533994b/cc/support/verification/sms1.php	1	phishing	test	kit:4ab77b4b888b9a1aef0a9b664533994b
https://www.3bmeteo.com/login	0	benign	test	host:www.3bmeteo.com
http://10.0.2.2/phishing-kit/5de47c5c301e93135aba5983c75e3ea5/usaa/thanks.php	1	phishing	test	kit:5de47c5c301e93135aba5983c75e3ea5
https://www.azure.com/login	0	benign	test	host:www.azure.com
http://10.0.2.2/phishing-kit/649bfcce3cf42f2b05ce80d0f6fab3d2/sps/loge/index4.php	1	phishing	test	kit:649bfcce3cf42f2b05ce80d0f6fab3d2
https://www.azure.com/users/sign_in	0	benign	test	host:www.azure.com
http://10.0.2.2/phishing-kit/68ec5c404930f63b5c027e780b68f27e/USPS/US3954850834584/index4.php	1	phishing	test	kit:68ec5c404930f63b5c027e780b68f27e
https://www.bbc.co.uk/signin	0	benign	test	host:www.bbc.co.uk
http://10.0.2.2/phishing-kit/7f1572863d6d61673ce3b3104cf3b2b3/usps/verification/sms1.php	1	phishing	test	kit:7f1572863d6d61673ce3b3104cf3b2b3
https://www.bit.ly/login	0	benign	test	host:www.bit.ly
http://10.0.2.2/phishing-kit/80f59751-0e8d-419f-8f26-6471570d6166/usps/index4.php	1	phishing	test	kit:80f59751-0e8d-419f-8f26-6471570d6166
https://www.chess.com/login	0	benign	test	host:www.chess.com
http://10.0.2.2/phishing-kit/8c66b3c8ed36a97b48cd7f8ba540fd57/ic/picks/sucrise/index4.php	1	phishing	test	kit:8c66b3c8ed36a97b48cd7f8ba540fd57
https://www.conectate.com.do/wp-login.php	0	benign	test	host:www.conectate.com.do
http://10.0.2.2/phishing-kit/a5990b807ce4977751693d1a1abfadbd/N/US9514901185421/index4.php	1	phishing	test	kit:a5990b807ce4977751693d1a1abfadbd
https://www.ezviz7.com/account/login	0	benign	test	host:www.ezviz7.com
http://10.0.2.2/phishing-kit/b12f685d673e6e23057b96d8e8b38810/US9514901185421/index4.php	1	phishing	test	kit:b12f685d673e6e23057b96d8e8b38810
https://www.ezviz7.com/auth/login	0	benign	test	host:www.ezviz7.com
http://10.0.2.2/phishing-kit/c49218c6602ec94cd87a3c3805fcbe51/usa/index4.php	1	phishing	test	kit:c49218c6602ec94cd87a3c3805fcbe51
https://www.ezviz7.com/session/new	0	benign	test	host:www.ezviz7.com
http://10.0.2.2/phishing-kit/cf898d74eeecff99eaf1cd39c8a61963/admin/app/sms1.php	1	phishing	test	kit:cf898d74eeecff99eaf1cd39c8a61963
https://www.ezviz7.com/users/sign_in	0	benign	test	host:www.ezviz7.com
http://10.0.2.2/phishing-kit/da85c6b4a5b7ab9345cf0d18f000b5dc/usps/verification/sms1.php	1	phishing	test	kit:da85c6b4a5b7ab9345cf0d18f000b5dc
https://www.flickr.com/account/login	0	benign	test	host:www.flickr.com
http://10.0.2.2/phishing-kit/dhanendrashah.com_usps-post.zip_2b8fb82f6647b0392752/home/techibrj/public_html/dhanendrashah.com/.well-known/acme-challenge/usps-post/usps2021/usa/index4.php	1	phishing	test	kit:dhanendrashah.com_usps-post.zip_2b8fb82f6647b0392752
https://www.flickr.com/auth/login	0	benign	test	host:www.flickr.com
http://10.0.2.2/phishing-kit/fb565cfa9b8b4ef642c79ee6f169e4b2/updatebillinginformation/US3954850834584/index4.php	1	phishing	test	kit:fb565cfa9b8b4ef642c79ee6f169e4b2
https://www.forebet.com/login	0	benign	test	host:www.forebet.com
http://10.0.2.2/phishing-kit/136c8ebd197e5d6e27e5d01bd67b1907/mtb.com/mtb.com/indexs.html	1	phishing	test	kit:136c8ebd197e5d6e27e5d01bd67b1907
https://www.investing.com/login/	0	benign	test	host:www.investing.com
http://10.0.2.2/phishing-kit/3a1029e9caf2f2901cd46596c3e9e451/mtb.com/mtb.com/indexem.html	1	phishing	test	kit:3a1029e9caf2f2901cd46596c3e9e451
https://www.iubenda.com/app/en/login	0	benign	test	host:www.iubenda.com
http://10.0.2.2/phishing-kit/748fc84df37cea9c440620a26ae6950f/mtbd23r4t53423/4393208c15ba037bc1182d31338868cd/-+-=.htm	1	phishing	test	kit:748fc84df37cea9c440620a26ae6950f
https://www.lioden.com/	0	benign	test	host:www.lioden.com
http://10.0.2.2/phishing-kit/d344321e70f28ba91604bf9d9458dfa1/mtbd23r4t53423/M=T=B/-+-=.htm	1	phishing	test	kit:d344321e70f28ba91604bf9d9458dfa1
https://www.pewresearch.org/wp-login.php	0	benign	test	host:www.pewresearch.org
http://10.0.2.2/phishing-kit/ed0abfd27f4b8102303cb5ce1ff67260/mtbd23r4t53423/3801cf325648d348835ad350f86ddb07/-+-=.htm	1	phishing	test	kit:ed0abfd27f4b8102303cb5ce1ff67260
https://www.pinterest.com/login/	0	benign	test	host:www.pinterest.com
http://10.0.2.2/phishing-kit/1b98fe34cd050978c919a481e55dea84/wellsfar/accountdetails.html	1	phishing	test	kit:1b98fe34cd050978c919a481e55dea84
https://www.plesk.com/wp-login.php	0	benign	test	host:www.plesk.com
http://10.0.2.2/phishing-kit/1e07240a9eb896843ae10fcedfccda03/Inv-Payoff/index.htm	1	phishing	test	kit:1e07240a9eb896843ae10fcedfccda03
https://www.postgresql.org/account/login/	0	benign	test	host:www.postgresql.org
http://10.0.2.2/phishing-kit/797d3012b4647de07538f3583c6f588c/Inv-Payoff/index.htm	1	phishing	test	kit:797d3012b4647de07538f3583c6f588c
https://www.rubiconproject.com/wp-login.php	0	benign	test	host:www.rubiconproject.com
http://10.0.2.2/phishing-kit/c6efdba9a108fc6fdd25097a317e02ce/Inv-Payoff/index.htm	1	phishing	test	kit:c6efdba9a108fc6fdd25097a317e02ce
https://www.spotify.com/account/login	0	benign	test	host:www.spotify.com
http://10.0.2.2/phishing-kit/8d24920ea385fb8eda84c140792f46e5/accountmicrosoft/login.php	1	phishing	test	kit:8d24920ea385fb8eda84c140792f46e5
https://www.spotify.com/login	0	benign	test	host:www.spotify.com
http://10.0.2.2/phishing-kit/b63caca68a58bc110c8c28257e5d16fd/accountmicrosoft/login.php	1	phishing	test	kit:b63caca68a58bc110c8c28257e5d16fd
https://www.theguardian.com/signin	0	benign	test	host:www.theguardian.com
http://10.0.2.2/phishing-kit/c308374a-a0dc-47ba-a876-c648865bc01e/upc.ch/UPC.htm	1	phishing	test	kit:c308374a-a0dc-47ba-a876-c648865bc01e
https://www.twitch.tv/login	0	benign	test	host:www.twitch.tv
http://10.0.2.2/phishing-kit/www.torrislot.it_secumds.org_focusnew.zip_39b3c0f53e295a3ab180/secumds.org_focusnew/secumds.org_focusnew/W/indexs.php	1	phishing	test	kit:www.torrislot.it_secumds.org_focusnew.zip_39b3c0f53e295a3ab180
https://www.wordpress.org/account/login	0	benign	test	host:www.wordpress.org
http://10.0.2.2/phishing-kit/0bdd509db4281932dd24bc0962fd163e/Netflix-22/login/login.php	1	phishing	test	kit:0bdd509db4281932dd24bc0962fd163e
https://www.wordpress.org/auth/login	0	benign	test	host:www.wordpress.org
http://10.0.2.2/phishing-kit/0feb0ee49297fb935fdca299adb96db0/onn/b937958e1e97402d2dfc7002ad0552e4/N/login.php	1	phishing	test	kit:0feb0ee49297fb935fdca299adb96db0
https://www.wordpress.org/login	0	benign	test	host:www.wordpress.org
http://10.0.2.2/phishing-kit/29b64cbce328359a5f79e4e8084d2bf4/onn/e12adf20632f7173b369b04f8e76a425/N/login.php	1	phishing	test	kit:29b64cbce328359a5f79e4e8084d2bf4
https://www.wordpress.org/session/new	0	benign	test	host:www.wordpress.org
http://10.0.2.2/phishing-kit/4b51dbd6047cac2221bb7eece958cc45/NTFX/neten/N/login.php	1	phishing	test	kit:4b51dbd6047cac2221bb7eece958cc45
https://www.wordpress.org/signin	0	benign	test	host:www.wordpress.org
http://10.0.2.2/phishing-kit/6ab9a1d8b98692f492468562353d715c/onn/personal/N/login.php	1	phishing	test	kit:6ab9a1d8b98692f492468562353d715c
https://www.wordpress.org/users/sign_in	0	benign	test	host:www.wordpress.org
http://10.0.2.2/phishing-kit/91f58e12f232ace76017fc230ee5f351/onn/personal/N/login.php	1	phishing	test	kit:91f58e12f232ace76017fc230ee5f351
https://www.yandex.net/account/login	0	benign	test	host:www.yandex.net
http://10.0.2.2/phishing-kit/1e4a49c874f73525435ec2765a435250/metroca/index.html	1	phishing	test	kit:1e4a49c874f73525435ec2765a435250
https://www.yandex.net/auth/login	0	benign	test	host:www.yandex.net
http://10.0.2.2/phishing-kit/a5c119ed5f51cbe0badeff4c964b1f1f/mps_t/carta.php	1	phishing	test	kit:a5c119ed5f51cbe0badeff4c964b1f1f
https://www.yandex.net/login	0	benign	test	host:www.yandex.net
http://10.0.2.2/phishing-kit/cd0b6780561bb3e574f1c8ae0e324e64/mps_t/carta.php	1	phishing	test	kit:cd0b6780561bb3e574f1c8ae0e324e64
https://www.zearn.org/	0	benign	test	host:www.zearn.org
http://10.0.2.2/phishing-kit/20f6089ee4a412b40aa299f1e61f2ce6/acc.updat.shaw/card.php	1	phishing	test	kit:20f6089ee4a412b40aa299f1e61f2ce6
https://xhaccess.com/login	0	benign	test	host:xhaccess.com
http://10.0.2.2/phishing-kit/2b5907e8ade1b092849c0815cb10e0aa/acc.updat.shaw/card.php	1	phishing	test	kit:2b5907e8ade1b092849c0815cb10e0aa
https://xhamster.com/login	0	benign	test	host:xhamster.com
http://10.0.2.2/phishing-kit/c3ee658f0a329f6e3dc4d68036867d9d/acc.updat.shaw/card.php	1	phishing	test	kit:c3ee658f0a329f6e3dc4d68036867d9d
https://www.babyone.de/account/login	0	benign	test	host:www.babyone.de
http://10.0.2.2/phishing-kit/d2e95a9aa107d19204365f81ae206edc/acc.updat.shaw/card.php	1	phishing	test	kit:d2e95a9aa107d19204365f81ae206edc
https://www.betterhelp.com/login/	0	benign	test	host:www.betterhelp.com
http://10.0.2.2/phishing-kit/5210e21f-6fad-4650-97dd-4abc611de6b9/office365/public/index.html	1	phishing	test	kit:5210e21f-6fad-4650-97dd-4abc611de6b9
https://www.agrinet.co.za/samrand/customer/account/login/	0	benign	test	host:www.agrinet.co.za
http://10.0.2.2/phishing-kit/fbbb2e4654ef0f15e156aa8370bf9599/bofaamerica/-+=-++.+=.-+/__++--^==.htm	1	phishing	test	kit:fbbb2e4654ef0f15e156aa8370bf9599
https://www.alesis.com/account/signin-imp	0	benign	test	host:www.alesis.com
http://10.0.2.2/phishing-kit/a1da52e8607a7f49fb7a2707d53eff22/alaskausa.org/016669d2649ea531365419cc792ef8bc/index.html	1	phishing	test	kit:a1da52e8607a7f49fb7a2707d53eff22
https://tappedout.net/accounts/log-in/?next=/	0	benign	test	host:tappedout.net
http://10.0.2.2/phishing-kit/b46891c325f5ee337c0c7e596416b7a2/default/styleguide.html	1	phishing	test	kit:b46891c325f5ee337c0c7e596416b7a2
https://secure.kaeis.com/dashboard/index.php?rp=/login	0	benign	test	host:secure.kaeis.com
http://10.0.2.2/phishing-kit/bc8beeb53a6816c92529b21185013d28/mearthlink/_+_==/-=+_.html	1	phishing	test	kit:bc8beeb53a6816c92529b21185013d28
https://varoncave.com/account/?redirect_to=https://varoncave.com/	0	benign	test	host:varoncave.com
http://10.0.2.2/phishing-kit/glass-aquatics.com_Account.zip_396efd3d8b97e03ca991/Account/16a0a/homepage/email.php	1	phishing	test	kit:glass-aquatics.com_Account.zip_396efd3d8b97e03ca991
https://user.chinapp.com/login	0	benign	test	host:user.chinapp.com
http://10.0.2.2/phishing-kit/de1235ae1c3b53b3551a5a87b0671cbc/BPER-CARTA/Gruppo BPER - SMART MOBILE - Login.html	1	phishing	test	kit:de1235ae1c3b53b3551a5a87b0671cbc
https://welearn.site/login/	0	benign	test	host:welearn.site
http://10.0.2.2/phishing-kit/e13a46f6-6bcc-4955-b0b7-ea936f220d75/googledoc/index.php	1	phishing	test	kit:e13a46f6-6bcc-4955-b0b7-ea936f220d75
https://vsys.host/login	0	benign	test	host:vsys.host
http://10.0.2.2/phishing-kit/03a4f52d55d9ac7f9ba336ccc4ff90eb/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:03a4f52d55d9ac7f9ba336ccc4ff90eb
https://urlscan.io/user/login/	0	benign	test	host:urlscan.io
http://10.0.2.2/phishing-kit/1063d82bb09690108591a9fd9c9d04ac/moi.wellce/dhjogm=/myaccount/billing/index.php	1	phishing	test	kit:1063d82bb09690108591a9fd9c9d04ac
https://www.qrz.com/login	0	benign	test	host:www.qrz.com
http://10.0.2.2/phishing-kit/19c2177cb11e6d684d23ccc7c1aa9edc/moi.wellce/dgymti=/myaccount/billing/index.php	1	phishing	test	kit:19c2177cb11e6d684d23ccc7c1aa9edc
https://www.virginmedia.ie/sign-in?conversation=https%3A%2F%2Fwww%2Evirginmedia%2Eie%2Fmyvirginmedia%2Foverview%2F	0	benign	test	host:www.virginmedia.ie
http://10.0.2.2/phishing-kit/1fb049386135cb5a9a61f9d81d72fefb/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:1fb049386135cb5a9a61f9d81d72fefb
https://www.interaction-design.org/login	0	benign	test	host:www.interaction-design.org
http://10.0.2.2/phishing-kit/269e88dc3c5a25c6ab68d9f78a24eda0/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:269e88dc3c5a25c6ab68d9f78a24eda0
https://www.makitatools.com/account/login	0	benign	test	host:www.makitatools.com
http://10.0.2.2/phishing-kit/2b60f0fc9e4231da2e737a89d3c3d8eb/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:2b60f0fc9e4231da2e737a89d3c3d8eb
https://www.meteoblue.com/en/user/login/index	0	benign	test	host:www.meteoblue.com
http://10.0.2.2/phishing-kit/2f9e8dd7b7f7a8296a7f1c97fc75fc74/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:2f9e8dd7b7f7a8296a7f1c97fc75fc74
https://www.hipcamp.com/en-US/users/sign-in?redirect_url=%2F	0	benign	test	host:www.hipcamp.com
http://10.0.2.2/phishing-kit/374c59112926ffdfd4690fe4836296c5/moi.wellce/dgzodm=/myaccount/billing/index.php	1	phishing	test	kit:374c59112926ffdfd4690fe4836296c5
https://www.patanjaliayurved.net/customer/login	0	benign	test	host:www.patanjaliayurved.net
http://10.0.2.2/phishing-kit/398be4e5fb6448d937f5aa2fef1c9d2f/moi.wellce/dfkn2q=/myaccount/billing/index.php	1	phishing	test	kit:398be4e5fb6448d937f5aa2fef1c9d2f
https://www.oxfordowl.co.uk/login?active-tab=students	0	benign	test	host:www.oxfordowl.co.uk
http://10.0.2.2/phishing-kit/45af06656d01e766c01014747c771457/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:45af06656d01e766c01014747c771457
https://emeraldbux.com/index.php?view=login	0	benign	test	host:emeraldbux.com
http://10.0.2.2/phishing-kit/463fc901c84fc80cda6b9454172ae426/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:463fc901c84fc80cda6b9454172ae426
https://client.hostsevenplus.com/index.php?rp=/login	0	benign	test	host:client.hostsevenplus.com
http://10.0.2.2/phishing-kit/6099bea3ee6e92671bad687791391d88/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:6099bea3ee6e92671bad687791391d88
https://identity.opensatrixnow.io/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Da672df5e927b4a9f81ba255ba1c956f5%26redirect_uri%3Dhttps%253A%252F%252Fplatform.satrixnow.co.za%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520platform%2520api_gateway%2520offline_access%2520declarations_api%26code_challenge%3DhzdzLaUUTNTSWMjSLblXrfWPvUbgN83sGlikxFGqMi8%26code_challenge_method%3DS256%26state%3DOpenIdConnect.AuthenticationProperties%253Dj64xNwfI3u4B2tBBoRLKSuG2pMcf-BMe48Xmci7Sc1Sp1yRfn9zrx-jnI5ERfVKaAfhdhoL5EfNAbzhlz2I9tMmPXL2M5_hMbNfJl0OdX4wOxSHGcxcjI8OMDDVmRtJPgJWH2llI9bLV5Fa_s0Zh7E7fww7yK_2LHpSabREDSKTmKDEam46k8mbZeQpxGJAdLNnBKJRp_B1-_v8dy4AYZYGCPQTaCpB55a_q7_m0ib9f0XAtX1FiFO_cyxfqZIADt-T7R4nklwmrjp0HQz9kgCwook7IBiqRfLuQyboQtbAMBe_6K31MumAJRTkfT2Lb%26response_mode%3Dform_post%26nonce%3D638137801682839938.YTZiYzFkMTQtYmVhZi00ZWI0LWJiMzgtNDcyY2UxN2UxM2U0NTc2NWRlMTAtZDkxNC00Mjc5LTg5YjQtNzllMjI2NzQ5YjA0%26x-client-SKU%3DID_NET461%26x-client-ver%3D5.3.0.0	0	benign	test	host:identity.opensatrixnow.io
http://10.0.2.2/phishing-kit/6a5060738bd4ddf872cb2c8af9621204/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:6a5060738bd4ddf872cb2c8af9621204
https://gde.ru/user/login	0	benign	test	host:gde.ru
http://10.0.2.2/phishing-kit/8009e7ad2214de826c7b589c6d8fdec6/moi.wellce/gyyyzm=/myaccount/billing/index.php	1	phishing	test	kit:8009e7ad2214de826c7b589c6d8fdec6
https://app.sourceknowledge.com/login	0	benign	test	host:app.sourceknowledge.com
http://10.0.2.2/phishing-kit/8138c5c0aa3e130b8572506726ba7157/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:8138c5c0aa3e130b8572506726ba7157
https://accounts.songkick.com/session/new?source_product=skweb&login_success_url=https%3A%2F%2Fwww.songkick.com%2F&locale=en&_ga=2.238657600.1345411487.1657115584-1297185342.1657115584	0	benign	test	host:accounts.songkick.com
http://10.0.2.2/phishing-kit/831d98d25960b8f41ec56bcee5c35096/Wells2019/2yyn2m=/myaccount/billing/index.php	1	phishing	test	kit:831d98d25960b8f41ec56bcee5c35096
https://accounts.jmir.pub/login?redirectTo=https://jmir.org/	0	benign	test	host:accounts.jmir.pub
http://10.0.2.2/phishing-kit/891a67e4e01270382191fd7020b2dbc1/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:891a67e4e01270382191fd7020b2dbc1
https://bitcoinad.pro/index.php?view=login	0	benign	test	host:bitcoinad.pro
http://10.0.2.2/phishing-kit/9791ccde2cc43e8cab5fd6cd83e6fc0f/moi.wellce/home/myaccount/billing/index.php	1	phishing	test	kit:9791ccde2cc43e8cab5fd6cd83e6fc0f
https://casa-pop.com/account/login?return_url=%2Faccount	0	benign	test	host:casa-pop.com
