url,label,source_group,split,form_fingerprint_distance_before_after,credential_role_transition_distance_norm,credential_role_consumption_ratio,role_preservation_ratio,secret_clear_ratio,identifier_persistence_ratio,decoy_input_clear_ratio,hidden_mutation_intensity,validation_signal_ratio,post_submit_retry_consistency_index,credential_flow_consumption_index,secret_only_clear_score,form_count_delta,visible_input_count_delta,fillable_input_count_delta,credential_field_count_delta,credential_role_l1_delta,credential_role_consumed_count,credential_role_added_count,sensitive_role_escalation_score,identifier_field_count_delta,secret_field_count_delta,otp_field_count_delta,card_field_count_delta,hidden_total_delta_count,response_text_delta_len,visible_text_distance_before_after,invalid_warning_detected,required_field_warning_detected,account_not_found_detected,password_error_detected,wrong_code_detected,captcha_or_mfa_detected,same_credential_requested_again,credential_form_reappeared,new_page_without_error,success_like_transition,otp_page_transition,loading_or_processing_detected,thank_you_or_completed_detected,login_form_removed,no_invalid_warning,response_title_changed,visible_form_fingerprint_changed,hidden_form_fingerprint_changed,form_action_changed_after_submit,form_method_changed_after_submit,form_handler_changed_after_submit,submit_handler_changed_after_submit,hidden_decoy_value_present,resp_invalid_any,resp_retry_evidence_score,resp_consume_evidence_score,handler_mutation_score,resp_consume_minus_retry,retry_but_form_changed_score,retry_but_hidden_changed_score,consume_without_handler_mutation_score,validation_near_zero_but_state_changed
http://10.0.2.2/phishing-kit/netflix-membership.ca_juice2.zip_d1de737ba72d31fba3af/banks/directing/royalbank/index.php,phishing,kit:netflix-membership.ca_juice2.zip_d1de737ba72d31fba3af,test,0.9652,1.0,1.0,0.0,1.0,0.0,1.0,0.2419,0.3333,0.092,0.7732,0.0,-9,5,3,-2,2,2,0,0,0,-1,0,-1,30,-28,0.9009,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,-0.75,0.7239,0.181425,0.0,0.0
http://10.0.2.2/phishing-kit/webfamily.com.br_conatactee-compte-infos.zip_03441d7bdef68f6d853e/conatactee-compte-infos/index.php,phishing,kit:webfamily.com.br_conatactee-compte-infos.zip_03441d7bdef68f6d853e,test,0.8383,0.0,0.0,1.0,0.0,1.0,0.5,0.1421,0.0,0.4154,0.6321,0.0,-5,0,0,0,0,0,0,0,0,0,0,0,27,-775,0.8222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.1666666666666666,1.0,-0.0833333333333333,0.209575,0.035525,0.0,0.0
http://10.0.2.2/phishing-kit/1a74d8fc3a3a6c254cf28dba93effc0a/chasefix/secure/3001f8b5b/myaccount.php,phishing,kit:1a74d8fc3a3a6c254cf28dba93effc0a,test,0.186,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.7035,0.2549,0.0,0,4,4,0,0,0,0,0,0,0,0,0,8,28,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.1666666666666666,0.0,-0.0833333333333333,0.0465,0.0625,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/240fdf43440387dcf16499c04763a671/chasefix/secure/home/myaccount.php,phishing,kit:240fdf43440387dcf16499c04763a671,test,0.186,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.7035,0.2549,0.0,0,4,4,0,0,0,0,0,0,0,0,0,8,28,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.1666666666666666,0.0,-0.0833333333333333,0.0465,0.0625,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/4a2326c53516fb7e7f0e5cd94677ab04/chasefix/secure/home/myaccount.php,phishing,kit:4a2326c53516fb7e7f0e5cd94677ab04,test,0.186,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.7035,0.2549,0.0,0,4,4,0,0,0,0,0,0,0,0,0,8,28,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.1666666666666666,0.0,-0.0833333333333333,0.0465,0.0625,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/e525e0b0d80ad819260a2107a59fe67d/chasefix/secure/f591b68d5/myaccount.php,phishing,kit:e525e0b0d80ad819260a2107a59fe67d,test,0.186,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.7035,0.2549,0.0,0,4,4,0,0,0,0,0,0,0,0,0,8,28,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.1666666666666666,0.0,-0.0833333333333333,0.0465,0.0625,0.1666666666666666,0.0
http://10.0.2.2/phishing-kit/875873e314693bba73725fd573bdfe9d/pickup/customer/index.php,phishing,kit:875873e314693bba73725fd573bdfe9d,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/institutok.cc_usps.zip_a7e71251fc5d224a1612/usps/index2.php,phishing,kit:institutok.cc_usps.zip_a7e71251fc5d224a1612,test,0.9907,1.0,1.0,0.0,1.0,0.0,1.0,0.7407,0.0,0.0023,0.9981,0.0,-6,-11,-11,-7,7,7,0,0,0,-2,0,-5,40,-4321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/be53ff1b3bed7014e439ac508d82e715/lmnt/boa/index.html,phishing,kit:be53ff1b3bed7014e439ac508d82e715,test,0.9962,0.3333,0.0,1.0,0.0,0.0,1.0,0.6,0.3333,0.3343,0.5677,0.0,-4,1,0,1,1,0,1,0,1,0,0,0,9,-1294,0.8423,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,-0.75,0.74715,0.4499999999999999,0.0,0.0
http://10.0.2.2/phishing-kit/099181d8036d6464df6a08b220d4c935/55/open/index4.php,phishing,kit:099181d8036d6464df6a08b220d4c935,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/0e4d4f72693bb6b838d306650875288d/usps/verification/sms1.php,phishing,kit:0e4d4f72693bb6b838d306650875288d,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/150240e881f6368a5ffef52f49060c91/contracts/contract/index4.php,phishing,kit:150240e881f6368a5ffef52f49060c91,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/158fcb2cb010bb63d41d1953b6eabf7e/pay/pay/ca/index4.php,phishing,kit:158fcb2cb010bb63d41d1953b6eabf7e,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/23ea599f-69d6-4746-beba-42a2e042c641/UP/index4.php,phishing,kit:23ea599f-69d6-4746-beba-42a2e042c641,test,0.0012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3747,0.2011,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,11,0.0043,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.25,-0.5833333333333334,0.0009,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/2c672c335a8c480fa0d6821dcd8fc706/uspsd/index4.php,phishing,kit:2c672c335a8c480fa0d6821dcd8fc706,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/45aef419c015d8575e815246fbb942cf/pay/online/US9514901185421/index4.php,phishing,kit:45aef419c015d8575e815246fbb942cf,test,0.0012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3747,0.2011,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,11,0.0043,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.25,-0.5833333333333334,0.0009,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/4ab77b4b888b9a1aef0a9b664533994b/cc/support/verification/sms1.php,phishing,kit:4ab77b4b888b9a1aef0a9b664533994b,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/5de47c5c301e93135aba5983c75e3ea5/usaa/thanks.php,phishing,kit:5de47c5c301e93135aba5983c75e3ea5,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/649bfcce3cf42f2b05ce80d0f6fab3d2/sps/loge/index4.php,phishing,kit:649bfcce3cf42f2b05ce80d0f6fab3d2,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/68ec5c404930f63b5c027e780b68f27e/USPS/US3954850834584/index4.php,phishing,kit:68ec5c404930f63b5c027e780b68f27e,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/7f1572863d6d61673ce3b3104cf3b2b3/usps/verification/sms1.php,phishing,kit:7f1572863d6d61673ce3b3104cf3b2b3,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/80f59751-0e8d-419f-8f26-6471570d6166/usps/index4.php,phishing,kit:80f59751-0e8d-419f-8f26-6471570d6166,test,0.0012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3747,0.2011,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,11,0.0043,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.25,-0.5833333333333334,0.0009,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/8c66b3c8ed36a97b48cd7f8ba540fd57/ic/picks/sucrise/index4.php,phishing,kit:8c66b3c8ed36a97b48cd7f8ba540fd57,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/a5990b807ce4977751693d1a1abfadbd/N/US9514901185421/index4.php,phishing,kit:a5990b807ce4977751693d1a1abfadbd,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/b12f685d673e6e23057b96d8e8b38810/US9514901185421/index4.php,phishing,kit:b12f685d673e6e23057b96d8e8b38810,test,0.0012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3747,0.2011,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,11,0.0043,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.25,-0.5833333333333334,0.0009,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/c49218c6602ec94cd87a3c3805fcbe51/usa/index4.php,phishing,kit:c49218c6602ec94cd87a3c3805fcbe51,test,0.0012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3747,0.2011,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,11,0.0043,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.25,-0.5833333333333334,0.0009,0.0,0.125,0.0
http://10.0.2.2/phishing-kit/cf898d74eeecff99eaf1cd39c8a61963/admin/app/sms1.php,phishing,kit:cf898d74eeecff99eaf1cd39c8a61963,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/da85c6b4a5b7ab9345cf0d18f000b5dc/usps/verification/sms1.php,phishing,kit:da85c6b4a5b7ab9345cf0d18f000b5dc,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/dhanendrashah.com_usps-post.zip_2b8fb82f6647b0392752/home/techibrj/public_html/dhanendrashah.com/.well-known/acme-challenge/usps-post/usps2021/usa/index4.php,phishing,kit:dhanendrashah.com_usps-post.zip_2b8fb82f6647b0392752,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/fb565cfa9b8b4ef642c79ee6f169e4b2/updatebillinginformation/US3954850834584/index4.php,phishing,kit:fb565cfa9b8b4ef642c79ee6f169e4b2,test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://10.0.2.2/phishing-kit/136c8ebd197e5d6e27e5d01bd67b1907/mtb.com/mtb.com/indexs.html,phishing,kit:136c8ebd197e5d6e27e5d01bd67b1907,test,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3333,0.5833,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1666666666666666,0.0,-0.5833333333333334,0.0,0.0,0.1666666666666666,0.0
