url,crp_detected,dummy_filled,verdict,time_ms
http://192.168.0.239/b4b36b1982a709d3b303143eca12f997/login/,TRUE,TRUE,PHISHING,4658
http://192.168.0.239/dagobahranch.org_updated-globalsource.zip_f3943fd42453619621df/login.globalsources.com/,TRUE,TRUE,SAFE,14733
http://192.168.0.239/www.echostar.pl_login.made-in-china.com.zip_aef94fd7e40b8796761b/login.made-in-china.com/sign-in/?logonInCode=0,TRUE,TRUE,PHISHING,6979
http://192.168.0.239/cfbdf304d755310c1f8c95ae66b66619/m-ttverify/+_+_+==/------.html,TRUE,TRUE,PHISHING,12868
http://192.168.0.239/c44ee98cc8c14ba484e9177b57bd4e17/m.facebook.chayma-el/mbasic%20fb/index.html,TRUE,TRUE,PHISHING,9198
http://192.168.0.239/e8def9f7f5af10cc8ecc5e0b73436f1c/m4ilruu/0/0.html,TRUE,TRUE,SAFE,13271
http://192.168.0.239/c200b7c1d70290f55e04dea39139bf97/Made-in-China.com/Made-in-China.com.html,TRUE,TRUE,PHISHING,3529
http://192.168.0.239/37ef9efca271f911902bb4130757cca2/mail/ATT%20SURE/AT&T.html,TRUE,TRUE,PHISHING,5519
http://192.168.0.239/6f7592f3adc527018cd7402a0dbbceaa/mail/webmail.php?email=test@gmail.com,TRUE,TRUE,PHISHING,8336
http://192.168.0.239/apascoffee.com.br_01.zip_3d103b0ca0c13858f5e7/Mail/g.htm,TRUE,TRUE,PHISHING,3683
http://192.168.0.239/15caca09aa3f45dee7b8e65b435c0ca9/mail/quota/upgrade/25GB/?email=test@gmail.com,TRUE,TRUE,PHISHING,6974
http://192.168.0.239/ed49a1ab451457671ada12a8b819176d/mail.ionos.com/common/auth/email-authentication-id8478388377488299287474729299942949947927449589398/user-session/Auth0F38575889948399385943/?email=test@gmail.com,TRUE,TRUE,SAFE,13361
http://192.168.0.239/6041568c2d8198bca4dabe6666cd8063/mail0/semtex.php,TRUE,TRUE,SAFE,13643
http://192.168.0.239/yda.wzb.mybluehost.me_2020Chinese-General.zip_4a00a5aa31b94d7b70d0/mailupdate/?email=test@gmail.com,TRUE,TRUE,PHISHING,7378
http://192.168.0.239/5c3491eb8cc5551056575203c93ccb60/mic/mic/?logonInCode=0,TRUE,TRUE,SAFE,13636
http://192.168.0.239/262f265dddf727bb36bc347f09fdc7e9/migrate-mails/mail/webmail.php?email=test@gmail.com,TRUE,TRUE,PHISHING,9529
http://192.168.0.239/ff3a2447c9f267b4662a2eb3e689c01f/moi.wellce/zk2otk=/2myyje=/zi3yza=/,TRUE,TRUE,PHISHING,10565
http://192.168.0.239/55820e4168efd1fb09c960958f0c6a27/MTB/mtb.com/W/#wa=wsignin1.0&rpsnv=13&ct=1539585327&rver=7.0.6737.0&wp=MBI_SSL&wreply=https%3a%2f%2foutlook.live.com%2fowa%2f%3fnlp%3d1%26RpsCsrfState%3d715d44a2-2f11-4282-f625-a066679e96e2&id=292841&CBCXT=out&lw=1&fl=dob%2cflname%2cwld&cobrandid=90015&domain=,TRUE,TRUE,PHISHING,15933
http://192.168.0.239/6e37394d5b8f43b73ed02f8814a150af/,TRUE,TRUE,PHISHING,7671
http://192.168.0.239/84cf634158dc4e91612aa02c5ad7bc48/tdbank/clients/login.php?verification#_,TRUE,TRUE,PHISHING,4465
http://192.168.0.239/41513adc7deb93bdcfa3916f9fcba9ae/online/login.php,TRUE,TRUE,PHISHING,9726
