url,crp_detected,dummy_filled,verdict,time_ms
https://auth.services.adobe.com/en_US/index.html?callback=https%3A%2F%2Fims-na1.adobelogin.com%2Fims%2Fadobeid%2Fhomepage_milo%2FAdobeID%2Ftoken%3Fredirect_uri%3Dhttps%253A%252F%252Fwww.adobe.com%252Fhome%2523old_hash%253D%2526from_ims%253Dtrue%253Fclient_id%253Dhomepage_milo%2526api%253Dauthorize%2526scope%253DAdobeID%252Copenid%252Cgnav%252Cpps.read%252Cfirefly_api%252Cadditional_info.roles%252Cread_organizations%252Caccount_cluster.read%26state%3D%257B%2522jslibver%2522%253A%2522v2-v0.49.0-12-gfb1792a%2522%252C%2522nonce%2522%253A%25222777319871244762%2522%257D%26code_challenge_method%3Dplain%26use_ms_for_expiry%3Dtrue&client_id=homepage_milo&scope=AdobeID%2Copenid%2Cgnav%2Cpps.read%2Cfirefly_api%2Cadditional_info.roles%2Cread_organizations%2Caccount_cluster.read&state=%7B%22jslibver%22%3A%22v2-v0.49.0-12-gfb1792a%22%2C%22nonce%22%3A%222777319871244762%22%7D&relay=b47382f5-4c11-4ef2-b56a-0d59686eda2f&locale=en_US&flow_type=token&idp_flow_type=login&ab_test=send-process-complete-via-send-beacon%2Ct1-code-login%2Cram3-avoid-race-condition%2Capply-new-params%7Csend-process-complete-without-send-beacon%2Ct1-code-login-ref%2Cram3-avoid-race-condition%2Capply-new-params&s_p=google%2Ckakao%2Capple%2Cmicrosoft%2Cfacebook%2Cline&response_type=token&code_challenge_method=plain&redirect_uri=https%3A%2F%2Fwww.adobe.com%2Fhome%23old_hash%3D%26from_ims%3Dtrue%3Fclient_id%3Dhomepage_milo%26api%3Dauthorize%26scope%3DAdobeID%2Copenid%2Cgnav%2Cpps.read%2Cfirefly_api%2Cadditional_info.roles%2Cread_organizations%2Caccount_cluster.read&use_ms_for_expiry=true#/,true,true,SAFE,14075
https://secure.login.gov/,true,true,SAFE,13316
https://signinid.com/signin,true,true,SAFE,13472
https://www.epicgames.com/id/login,true,true,SAFE,14863
https://www.grammarly.com/signin,true,true,SAFE,14562
https://dash.cloudflare.com/login,true,true,SAFE,17607
https://www.universal-credit.service.gov.uk/sign-in,true,true,PHISHING,11391
https://login.mathworks.com/embedded-login/signin.html?cid=mktg&wid=gnav&uri=https%3A%2F%2Fwww.mathworks.com%2F,true,true,SAFE,13929
https://accounts.ucas.com/Account/Login,true,true,SAFE,13929
https://accounts.spotify.com/en/login,true,true,SAFE,13715
https://myaccount.uscis.gov/sign-in,true,true,SAFE,13488
https://mblogin.verizonwireless.com/account/business/ilogin,true,true,SAFE,14623
https://verified.capitalone.com/auth/error?error=201188,true,true,SAFE,13833
https://orcid.org/signin,true,true,SAFE,14278
https://airtable.com/login,true,true,SAFE,13572
https://dashboard.stripe.com/login,true,true,SAFE,17843
https://www.dropbox.com/login,true,true,SAFE,16184
https://supabase.com/dashboard/sign-in,true,true,SAFE,14738
