url_length,hostname_length,ip,total_of.,total_of-,total_of@,total_of?,total_of&,total_of=,total_of_,total_of~,total_of%,total_of/,total_of*,total_of:,"total_of,",total_of;,total_of$,total_of_www,total_of_com,total_of_http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
70,13,0,1,7,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,11,2,1,9,1,9,9,7,4.363636364,9.0,3.9,0,0,0,0,0,0,52,0.788461538,0.211538462,1,0.818181818,0.0,0,1,0.0,0.0,100.0,0,0,100.0,0,0,0,1,0,0,2825,3385,12180,0,1,5,0
48,17,1,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,6,0,2,13,2,13,13,7,5.333333333,13.0,3.8,3,0,0,0,0,0,3,0.666666667,0.333333333,0,0.0,0.0,0,0,0.0,0.0,100.0,0,0,0.0,0,0,0,1,0,0,119,4629,0,0,1,2,1
57,26,1,3,4,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,6,3,3,4,7,7,7,4.875,4.75,5.0,0,0,0,0,0,0,37,0.810810811,0.189189189,0,0.428571429,0.0,1,0,100.0,33.33333333,66.66666667,0,0,0.0,0,0,0,1,0,0,169,4003,1003956,0,0,3,0
42,16,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,3,0,1,0,0,0,0,5,3,3,3,3,8,8,7,5.2,5.5,5.0,0,0,0,0,0,0,9,0.111111111,0.888888889,1,0.375,0.0,1,1,0.0,0.0,100.0,0,0,0.0,0,0,0,1,1,0,212,4537,0,0,1,0,1
46,24,1,2,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,1,0,1,0,6,0,2,5,2,7,7,7,5.0,6.0,4.0,0,0,0,0,0,0,55,0.145454545,0.854545455,1,0.063829787,0.0,0,1,0.0,0.0,100.0,0,0,63.63636364,0,0,0,1,0,0,1399,4079,767,0,0,5,0
17,10,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,0,0,67,0.925373134,0.074626866,1,0.0,0.0,0,1,95.23809524,66.66666667,33.33333333,0,0,0.0,0,0,0,0,0,1,0,4003,0,0,0,4,0
82,23,1,3,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.06097561,0.0,0,0,0,0,0,3,0,0,0,0,1,0,10,3,3,5,3,13,13,8,6.2,9.0,5.5,0,0,0,0,0,0,62,0.741935484,0.258064516,0,0.4375,0.125,0,0,90.0,50.0,50.0,0,0,26.31578947,0,0,0,0,1,0,276,11048,546,0,0,6,0
73,25,0,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0.04109589,0.12,0,0,0,0,0,3,0,0,0,0,0,0,7,9,4,7,4,13,13,10,8.0,10.0,7.2,0,0,0,0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,655,1535,4641,0,1,2,1
122,28,1,2,3,0,0,0,0,4,0,0,7,0,3,0,0,0,0,1,0,0,0.081967213,0.0,0,0,1,0,0,2,1,0,1,0,1,0,14,1,1,2,1,26,10,26,6.785714286,7.333333333,6.636363636,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0.0,0.086956522,0,1,7.692307692,0.0,0.0,0,0,0.0,0,0,0,1,0,0,381,8019,0,0,1,4,1
26,10,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0.038461538,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,7,7,7,7,7,7,7.0,7.0,7.0,0,0,0,0,0,0,8,0.125,0.875,1,0.0,0.0,0,1,33.33333333,0.0,100.0,0,0,0.0,0,0,0,0,0,0,0,2139,309382,0,1,7,1
127,21,0,2,7,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,12,3,3,3,3,13,13,12,8.666666667,8.0,8.8,0,0,0,0,0,0,173,0.838150289,0.161849711,0,0.178571429,0.142857143,0,0,75.0,22.22222222,77.77777778,0,0,10.52631579,0,0,0,1,1,0,1204,5735,8972,0,0,6,0
120,17,1,2,1,0,0,0,0,8,0,0,5,0,1,0,0,0,1,1,0,1,0.058333333,0.0,0,0,1,0,0,2,1,0,0,0,2,0,14,7,3,3,3,12,9,12,6.857142857,6.0,7.0,1,0,0,0,0,0,144,0.895833333,0.104166667,0,0.266666667,0.0,0,0,62.5,100.0,0.0,0,0,64.70588235,0,0,0,1,0,0,265,7405,7231,0,1,5,0
32,16,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,10,3,10,10,4,5.666666667,10.0,3.5,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,330,4003,7138757,0,1,2,1
78,17,1,3,5,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0.038461538,0.0,0,0,0,0,0,3,1,0,0,0,1,0,11,3,2,3,2,9,9,8,5.181818182,6.0,5.0,0,0,0,0,0,0,128,0.4765625,0.5234375,0,0.014925373,0.119402985,0,1,75.0,2.325581395,97.6744186,0,0,20.0,0,0,0,1,1,0,377,7292,1010,0,0,6,0
78,38,1,3,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0.08974359,0.078947368,0,0,1,0,0,3,1,0,0,0,0,0,7,4,4,9,4,13,13,10,8.571428571,10.66666667,7.0,0,0,0,0,0,0,36,0.916666667,0.083333333,0,0.0,0.333333333,0,0,90.90909091,0.0,100.0,0,0,80.0,0,0,0,1,1,0,644,1546,4669,0,1,2,1
38,29,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,21,21,0,12.0,12.0,0.0,0,0,0,0,0,0,55,0.872727273,0.127272727,0,0.285714286,0.0,0,0,81.81818182,100.0,0.0,0,0,16.66666667,0,0,0,1,1,0,936,3811,4223292,0,0,4,0
68,18,1,4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,3,3,3,12,7,12,6.714285714,5.0,7.4,0,0,0,0,0,0,128,0.921875,0.078125,1,0.2,0.0,0,1,90.0,100.0,0.0,0,0,44.44444444,0,0,0,1,1,0,239,6335,7138741,0,1,2,1
29,22,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,9,9,0,8.5,8.5,0.0,0,1,0,0,0,0,23,0.304347826,0.695652174,3,0.0,0.0,0,1,46.66666667,0.0,0.0,0,0,0.0,0,0,0,1,0,0,373,7296,0,0,0,5,0
74,20,0,2,4,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,4,3,3,3,12,12,12,6.875,7.5,6.666666667,1,0,0,0,0,0,90,0.9,0.1,0,0.333333333,0.0,0,0,82.35294118,0.0,100.0,0,0,64.28571429,0,0,0,1,0,0,360,5118,92095,0,0,5,0
125,50,1,4,1,0,1,2,3,2,0,0,5,0,1,0,0,0,0,1,0,1,0.144,0.0,0,0,0,1,0,3,1,0,0,0,0,0,12,3,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,51,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,100.0,0,0,0,1,1,0,25,3992,5707171,0,1,0,1
56,48,0,2,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0.071428571,0.083333333,0,0,0,0,0,2,0,0,0,0,0,0,6,4,2,2,0,16,16,0,6.5,6.5,0.0,0,0,0,0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,288,4003,104754,0,1,1,1
35,27,1,3,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,4,3,3,3,0,6,6,0,5.0,5.0,0.0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,358,7,0,0,1,0,1
23,15,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,34,0.794117647,0.205882353,0,0.0,0.0,0,0,86.66666667,100.0,0.0,0,0,28.57142857,0,0,0,1,0,0,26,2166,898859,0,0,2,0
29,20,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,163,0.742331288,0.257668712,0,0.333333333,0.428571429,0,1,32.0,70.0,30.0,0,0,50.0,0,0,0,1,1,0,771,8724,229749,0,0,4,0
41,13,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,5,4,3,3,4,10,5,10,5.2,4.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,362,4003,2758579,0,0,3,0
227,22,1,4,0,0,1,2,3,1,0,0,5,0,1,0,2,0,1,0,0,0,0.317180617,0.0,0,0,0,0,0,3,0,0,0,0,0,0,14,17,3,3,3,64,15,64,14.5,9.0,15.41666667,1,0,0,0,0,0,5,0.6,0.4,1,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1,0,1,0,4873,0,0,1,2,1
80,27,0,4,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0.05,0.037037037,0,0,0,0,0,3,0,0,0,0,0,0,9,1,2,2,3,11,10,11,6.666666667,7.0,6.5,2,0,0,0,0,0,118,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,1,0,1270,5454,74,0,1,4,0
102,64,1,4,3,0,1,0,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0.107843137,0.109375,0,0,0,0,0,3,0,0,0,0,0,0,13,0,1,1,1,37,37,7,5.923076923,9.166666667,3.142857143,0,0,0,0,0,0,13,0.461538462,0.538461538,1,0.0,0.0,1,1,20.0,100.0,0.0,0,0,100.0,0,0,0,1,1,0,1258,5466,75,0,1,4,1
132,16,0,3,3,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0.068181818,0.0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,2,5,2,52,6,52,11.1,5.5,12.5,0,0,0,0,0,0,9,0.0,1.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,1,0,0,272,7764,32,0,0,5,1
48,28,1,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0.0625,0.0,0,0,0,0,0,3,0,0,1,0,0,0,6,3,1,1,4,11,11,6,5.166666667,5.25,5.0,0,0,0,0,0,0,19,0.631578947,0.368421053,1,0.0,0.0,0,0,33.33333333,33.33333333,66.66666667,0,0,100.0,0,0,0,1,1,0,231,5613,0,0,1,5,1
74,14,1,4,1,0,1,0,1,0,0,4,3,0,1,0,0,0,1,1,1,0,0.148648649,0.0,0,0,1,0,0,3,0,0,0,0,0,0,12,5,2,3,2,11,6,11,4.25,4.5,4.2,0,1,0,0,0,0,5,0.4,0.6,0,0.666666667,0.0,0,0,0.0,0.0,100.0,0,0,0.0,0,0,0,0,0,0,1048,5160,115,0,1,8,0
96,14,1,2,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0.197916667,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,1,2,10,2,32,10,32,8.555555556,10.0,8.375,3,0,0,0,0,0,124,0.951612903,0.048387097,1,0.0,0.0,0,1,97.5,100.0,0.0,0,0,88.0,0,0,0,1,1,0,122,243,0,0,1,0,1
71,14,1,2,2,0,0,0,0,1,0,0,8,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,9,3,3,3,4,11,6,11,5.555555556,4.5,5.857142857,0,0,0,0,0,0,43,0.837209302,0.162790698,0,0.428571429,0.0,0,0,88.88888889,0.0,0.0,0,0,61.53846154,0,0,0,0,0,0,322,8443,116298,0,1,5,0
99,25,1,4,8,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,1,0.01010101,0.0,0,0,0,0,0,3,1,0,0,0,1,0,16,4,1,3,1,8,7,8,4.5625,4.5,4.583333333,0,0,0,0,0,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,1,0,353,8777,2482377,0,0,2,0
43,14,0,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0.139534884,0.0,0,0,0,0,0,3,0,0,0,0,2,0,6,0,2,2,3,8,8,6,4.666666667,5.0,4.5,0,0,0,0,0,0,266,0.954887218,0.045112782,0,0.75,0.333333333,0,1,86.66666667,92.85714286,7.142857143,0,0,81.39534884,0,0,0,1,1,0,149,7157,2294,0,1,3,0
27,18,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,1,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,31,0.580645161,0.419354839,1,0.076923077,0.230769231,0,1,62.5,0.0,100.0,0,0,12.5,0,0,0,0,0,1,0,4003,162665,0,0,4,0
69,19,0,3,1,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,9,3,2,3,2,11,11,7,5.555555556,7.0,5.142857143,3,0,0,0,0,0,7,0.857142857,0.142857143,0,1.0,0.0,0,0,100.0,0.0,0.0,0,0,0.0,0,0,0,1,0,0,345,750,1493278,0,1,1,1
34,18,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0.029411765,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,3,9,9,3,4.5,6.0,3.0,0,0,0,0,1,0,56,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,0,1,0,4003,0,0,1,1,1
82,17,0,4,0,1,1,0,1,0,0,0,4,0,1,0,0,0,0,1,0,1,0.048780488,0.0,0,0,1,0,0,3,0,0,0,0,1,0,9,0,2,4,2,31,8,31,7.0,6.0,7.285714286,0,0,0,0,0,0,46,0.913043478,0.086956522,1,0.0,0.0,0,1,71.42857143,100.0,0.0,0,0,100.0,0,0,0,1,1,0,217,148,0,0,1,0,1
48,41,1,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,4,1,7,7,0,12,12,0,8.5,8.5,0.0,0,0,0,0,0,0,23,0.782608696,0.217391304,1,0.0,0.0,1,1,80.0,100.0,0.0,0,0,100.0,0,0,0,1,1,0,181,4202,0,0,1,0,1
27,14,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,5,6,6,5,4.666666667,4.5,5.0,0,0,0,0,0,0,41,0.902439024,0.097560976,0,0.0,0.0,0,0,100.0,0.0,0.0,0,0,50.0,0,0,0,0,0,0,39,6535,1326081,0,0,4,0
44,30,1,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0.045454545,0.066666667,0,0,0,0,0,3,0,0,1,0,0,0,5,4,1,1,5,13,13,5,5.6,5.75,5.0,1,0,0,0,0,0,21,0.19047619,0.80952381,1,0.294117647,0.0,0,1,0.0,20.0,80.0,0,0,25.0,0,0,0,1,1,0,217,5627,0,0,1,5,1
36,16,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,10,10,8,10,7.0,5.5,10.0,0,1,0,0,0,0,148,0.364864865,0.635135135,12,0.0,0.0,0,1,22.22222222,0.0,100.0,0,0,100.0,0,0,0,0,0,0,2808,8516,8,0,0,10,0
20,12,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,8,8,0,8,8,0,8.0,8.0,0.0,0,0,0,0,1,0,27,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,100.0,0,0,0,1,1,0,359,5,0,0,1,0,1
34,25,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,57,0.947368421,0.052631579,0,0.0,0.333333333,0,0,100.0,0.0,0.0,0,0,72.72727273,0,0,0,1,1,0,1209,7140,0,0,0,3,0
404,11,1,2,1,0,2,0,3,0,0,0,6,0,1,0,0,0,0,0,0,1,0.123762376,0.0,0,0,0,0,0,2,1,1,0,0,0,0,11,6,3,7,3,301,7,301,34.72727273,7.0,37.5,7,0,0,0,0,0,17,0.529411765,0.470588235,0,0.125,0.875,0,1,0.0,100.0,0.0,0,0,50.0,0,0,0,1,0,0,225,505,0,0,1,0,1
26,18,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,6,6,0,7,7,0,6.5,6.5,0.0,0,0,0,0,0,0,7,0.857142857,0.142857143,0,0.0,0.0,1,0,100.0,0.0,0.0,0,0,0.0,0,0,0,1,0,0,276,819,0,0,1,2,1
32,24,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,55,0.818181818,0.181818182,1,0.0,0.0,0,1,55.55555556,100.0,0.0,0,0,42.85714286,0,0,0,1,1,0,275,4839,696662,0,0,1,0
52,25,0,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0.115384615,0.24,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,3,6,12,12,11,7.4,6.666666667,8.5,0,0,0,0,0,0,24,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,100.0,0,0,0,1,0,0,2697,7529,23368,0,1,4,1
56,16,1,2,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,2,4,13,9,13,6.5,5.5,7.0,0,1,0,0,0,0,1314,0.944444444,0.055555556,0,0.178082192,0.109589041,0,0,100.0,100.0,0.0,0,0,61.57894737,0,0,0,0,1,0,904,7131,12,0,1,7,0
41,19,0,2,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,5,0,2,2,2,10,10,7,4.8,6.0,4.0,1,0,0,0,0,0,20,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,100.0,0,0,0,1,1,0,27,6388,0,0,1,0,1
129,6,1,3,1,0,1,2,3,2,0,4,3,0,1,0,2,0,0,2,1,0,0.170542636,0.0,0,0,1,0,0,3,0,1,0,0,1,0,16,4,1,2,1,29,2,29,6.3125,2.0,6.6,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,333,4003,24,0,0,9,1
64,21,0,2,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,7,0,2,17,2,17,17,7,6.714285714,17.0,5.0,3,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,234,497,0,0,1,0,1
26,17,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,308,0.896103896,0.103896104,1,0.0,0.0,0,1,83.33333333,76.92307692,23.07692308,0,0,26.92307692,0,0,0,0,0,0,0,6140,1177815,0,0,3,0
29,13,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0.344827586,0.769230769,0,0,1,1,1,3,0,0,0,0,0,0,10,0,2,2,2,5,3,5,2.7,2.5,2.833333333,1,0,0,0,0,2,10,0.9,0.1,0,0.0,0.0,0,0,83.33333333,0.0,0.0,0,0,0.0,0,0,0,1,0,1,0,4003,0,1,0,0,1
126,61,1,3,4,0,1,0,1,2,0,0,3,0,1,0,0,0,0,1,0,1,0.333333333,0.344262295,0,0,0,0,1,3,0,0,0,0,0,0,12,5,2,4,2,32,20,32,8.666666667,8.666666667,8.666666667,0,0,0,0,0,2,51,0.588235294,0.411764706,1,0.095238095,0.0,0,1,9.090909091,50.0,50.0,0,0,100.0,0,0,0,1,0,0,167,1659,2580873,0,1,0,1
