url_length,hostname_length,ip,total_of.,total_of-,total_of@,total_of?,total_of&,total_of=,total_of_,total_of~,total_of%,total_of/,total_of*,total_of:,"total_of,",total_of;,total_of$,total_of_www,total_of_com,total_of_http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
61,16,0,2,4,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.098360656,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,5,2,3,2,12,8,12,6.142857143,5.5,6.4,0,0,0,0,0,0,89,0.93258427,0.06741573,0,0.166666667,0.166666667,0,0,100.0,100.0,0.0,0,0,62.5,0,0,0,1,0,0,486,7913,943,0,0,6,0
28,20,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,5,0.8,0.2,0,0.0,0.0,0,0,100.0,0.0,0.0,0,0,92.30769231,0,0,0,0,0,0,316,1509,689668,0,0,3,0
45,21,1,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,5,13,13,8,7.25,8.0,6.5,0,0,0,0,0,0,62,0.629032258,0.370967742,2,0.434782609,0.086956522,0,1,45.45454545,60.0,40.0,0,0,16.66666667,0,0,0,1,0,0,246,3772,35245,0,0,4,0
50,14,1,2,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0.2,0.0,0,0,0,0,0,2,0,1,0,0,0,0,5,1,3,4,3,13,6,13,7.2,5.0,8.666666667,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,0,327,0,0,1,0,1
73,10,1,2,0,0,1,2,3,0,0,0,5,0,1,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,2,0,1,0,0,0,0,10,2,3,6,3,9,6,9,5.1,6.0,5.0,1,0,0,0,0,0,163,0.36196319,0.63803681,0,0.230769231,0.086538462,1,1,66.66666667,0.0,0.0,0,0,9.473684211,0,0,0,1,1,0,259,4003,533432,0,0,3,1
46,16,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,3,0,4,1,4,5,4,16,6,16,7.75,5.5,10.0,2,1,0,0,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0,0,0.0,0,0,0,0,0,0,2976,8346,1,0,1,10,1
41,17,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,15,15,10,15,9.333333333,6.5,15.0,1,0,0,0,0,0,31,0.35483871,0.64516129,0,0.4,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,1,0,205,160,0,0,1,0,1
98,24,0,7,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0.010204082,0.0,0,0,1,0,0,3,0,0,1,0,1,0,10,4,3,5,3,18,7,18,7.7,6.0,8.428571429,0,1,0,0,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0,0,0.0,0,0,0,0,0,0,2975,8347,1,0,1,10,1
59,18,1,2,2,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,3,3,4,10,10,10,7.0,6.5,7.25,0,0,0,0,0,0,205,0.697560976,0.302439024,3,0.14516129,0.032258065,0,1,58.82352941,94.11764706,5.882352941,0,0,34.32835821,0,0,0,1,1,0,982,5225,137,0,0,8,0
167,31,1,3,1,0,1,2,3,4,0,0,8,0,1,0,0,0,1,0,0,0,0.011976048,0.064516129,0,0,0,0,0,3,1,0,0,0,0,0,19,66,2,11,2,18,15,18,7.157894737,13.0,6.470588235,0,0,0,0,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0,0,0.0,0,0,1,1,0,0,948,7087,18105,0,1,3,1
106,22,1,3,2,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0.179245283,0.0,0,0,0,0,0,3,1,0,0,0,1,0,10,3,2,15,2,32,15,32,8.3,15.0,7.555555556,4,0,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0,0,100.0,0,0,0,1,0,1,0,4003,0,0,1,0,1
75,27,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0.253333333,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,3,8,3,32,14,32,12.0,11.0,12.66666667,0,0,0,0,0,0,21,0.047619048,0.952380952,0,0.05,0.0,0,0,0.0,0.0,100.0,0,0,0.0,0,0,0,1,1,0,342,6963,354872,0,1,3,1
54,27,1,2,2,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,6,3,3,3,19,19,7,7.4,11.0,5.0,0,0,0,0,0,0,12,0.583333333,0.416666667,1,0.2,0.0,0,1,66.66666667,100.0,0.0,0,0,33.33333333,0,0,0,1,0,0,338,392,4606493,0,0,4,1
154,28,0,2,1,0,1,1,2,3,0,0,7,0,5,0,1,0,0,1,0,0,0.090909091,0.0,0,1,1,0,0,2,1,0,1,0,1,0,16,1,1,2,1,46,10,46,7.5625,7.333333333,7.615384615,0,0,0,0,0,0,7,0.0,1.0,0,0.0,0.571428571,0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,1,0,0,381,8018,0,0,1,4,1
53,15,0,2,0,0,0,0,0,3,0,0,4,0,1,0,0,0,1,0,0,1,0.037735849,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,4,1,3,1,11,7,11,5.142857143,5.0,5.2,0,0,0,0,0,0,66,0.848484848,0.151515152,1,0.1,0.0,0,1,89.28571429,0.0,0.0,0,0,20.0,0,0,0,0,1,0,503,8833,2717,0,0,6,0
59,17,0,3,3,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0.050847458,0.0,0,0,0,0,0,3,0,0,1,0,1,0,8,6,3,3,3,9,9,7,5.125,6.0,4.833333333,0,0,0,0,0,0,240,0.695833333,0.304166667,0,0.0,0.054794521,0,1,20.0,100.0,0.0,0,0,100.0,0,0,0,0,0,0,234,6705,67893,0,1,5,0
66,38,0,5,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,0,0,8,3,1,1,4,15,7,15,6.0,4.833333333,9.5,0,0,0,0,0,0,21,0.19047619,0.80952381,1,0.176470588,0.0,0,1,0.0,20.0,80.0,0,0,25.0,0,0,0,1,1,0,228,5616,0,0,1,5,1
26,19,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,92,0.77173913,0.22826087,0,0.476190476,0.19047619,0,0,50.0,0.0,0.0,0,0,16.66666667,0,0,0,1,1,0,1886,6515,68739,0,0,5,0
24,16,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,592,0.988175676,0.011824324,0,0.0,0.142857143,0,0,100.0,96.66666667,3.333333333,0,0,28.57142857,0,0,0,1,1,0,2012,2371,89351,0,0,4,0
120,15,1,2,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0.191666667,0.0,0,0,0,0,0,2,1,0,0,0,1,0,11,4,2,11,2,32,11,32,9.0,11.0,8.8,3,0,0,0,0,0,123,0.073170732,0.926829268,14,0.00877193,0.043859649,1,1,3.846153846,0.0,100.0,0,0,16.66666667,0,0,0,1,1,0,144,2048,0,0,1,0,1
29,20,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,106,0.886792453,0.113207547,0,0.166666667,0.166666667,0,0,87.5,100.0,0.0,0,0,54.16666667,0,0,0,0,0,0,1888,8702,128384,0,0,4,0
53,25,1,3,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,1,0.018867925,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,2,3,2,17,17,7,6.166666667,10.0,4.25,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,250,115,0,0,1,0,1
20,12,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,8,8,0,8,8,0,8.0,8.0,0.0,0,0,0,0,0,0,14,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,0,0,359,5,0,0,1,0,1
61,17,1,1,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,2,13,2,13,13,6,5.125,13.0,4.0,3,0,0,0,0,0,13,1.0,0.0,0,0.0,0.0,0,0,0.0,100.0,0.0,0,0,0.0,0,0,0,1,0,1,0,4003,6104856,0,1,1,1
72,20,1,2,4,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0.291666667,0.05,0,0,0,0,1,2,0,0,0,0,1,0,8,3,3,3,4,12,12,12,6.625,7.5,6.333333333,0,0,0,0,0,1,10,0.9,0.1,0,0.0,0.0,0,0,75.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,190,175,0,0,1,0,0
45,37,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,24,24,0,16.0,16.0,0.0,0,1,0,0,0,0,55,0.272727273,0.727272727,3,0.2,0.0,1,1,0.0,9.090909091,90.90909091,0,0,36.84210526,0,0,0,1,1,0,371,7298,0,0,0,5,0
20,13,1,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,1,0,6,6,0,3.5,3.5,0.0,0,0,0,0,0,0,58,0.931034483,0.068965517,0,0.5,0.25,0,0,91.66666667,84.61538462,15.38461538,0,0,66.66666667,0,0,0,0,1,0,111,984,1232956,0,0,2,1
33,11,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,7,3,7,7,5,4.5,7.0,3.666666667,2,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,0,279,86,0,0,1,0,1
415,16,1,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0.122891566,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,8,3,3,6,383,8,383,100.0,5.5,194.5,1,0,0,0,0,0,7,0.571428571,0.428571429,0,0.0,0.666666667,0,0,33.33333333,100.0,0.0,0,0,0.0,0,0,0,1,0,0,371,4012,2073764,0,1,3,1
20,6,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0.1,0.0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,3,6,6,3,6,4.5,3.0,6.0,0,0,0,0,0,0,145,0.068965517,0.931034483,3,0.133333333,0.022222222,0,1,10.0,0.0,100.0,0,0,6.024096386,0,0,0,1,0,1,203,2354,2358006,0,1,4,1
97,20,1,5,0,0,1,2,3,0,0,0,7,0,2,0,2,0,1,1,1,0,0.051546392,0.0,0,0,1,0,0,3,0,0,0,0,0,0,13,4,1,3,1,12,12,12,5.307692308,7.5,4.909090909,1,0,0,0,0,0,10,0.6,0.4,1,0.0,0.0,0,1,33.33333333,100.0,0.0,0,0,0.0,0,0,0,1,0,0,2,2920,0,0,1,1,1
31,24,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.032258065,0.041666667,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,11,11,0,9.5,9.5,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0.846153846,0.615384615,0,1,0.0,0.0,0.0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,0,5,1
536,24,0,2,0,0,1,0,1,0,0,14,3,0,1,0,0,0,0,0,0,1,0.171641791,0.0,0,0,0,0,0,2,0,0,0,0,0,0,18,25,2,6,2,115,13,115,28.16666667,9.5,30.5,1,0,0,0,0,2,21,0.761904762,0.238095238,0,0.2,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,1,0,109,986,0,0,0,0,1
24,16,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,36,0.638888889,0.361111111,2,0.076923077,0.0,0,1,66.66666667,100.0,0.0,0,0,30.0,0,0,0,0,1,0,70,4678,0,0,0,4,0
85,13,1,3,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0.011764706,0.0,0,0,1,0,0,3,1,0,0,0,0,0,9,4,3,10,3,17,10,17,7.333333333,10.0,7.0,0,0,0,0,0,0,33,0.515151515,0.484848485,2,0.5,0.0,0,1,70.0,33.33333333,66.66666667,0,0,16.66666667,0,0,0,1,1,0,153,213,0,0,1,0,1
